Nicotine Experiment 
SUBJECT-11	Session-001
Craving Level:	10	11:32:29 at 93.3607 s
Craving Level:	10	11:32:30 at 94.3608 s
Craving Level:	10	11:32:31 at 95.4711 s
Craving Level:	10	11:32:32 at 96.4042 s
Craving Level:	10	11:32:33 at 97.3711 s
Craving Level:	10	11:32:34 at 98.3619 s
Craving Level:	10	11:32:35 at 99.4698 s
Craving Level:	10	11:32:41 at 105.5342 s
Craving Level:	10	11:32:42 at 106.5006 s
Craving Level:	10	11:32:43 at 107.45 s
Craving Level:	10	11:32:44 at 108.3829 s
Craving Level:	8	11:32:45 at 109.3602 s
Craving Level:	8	11:32:46 at 110.4366 s
Craving Level:	8	11:32:47 at 111.3645 s
Craving Level:	8	11:32:48 at 112.3599 s
Craving Level:	8	11:32:49 at 113.4646 s
Craving Level:	7	11:32:50 at 114.4141 s
Craving Level:	6	11:32:51 at 115.3639 s
Craving Level:	6	11:32:52 at 116.3606 s
Craving Level:	6	11:32:53 at 117.4629 s
Craving Level:	6	11:32:54 at 118.4299 s
Craving Level:	6	11:32:55 at 119.3788 s
Craving Level:	6	11:32:56 at 120.4338 s
Craving Level:	6	11:32:57 at 121.3616 s
Craving Level:	6	11:32:58 at 122.3606 s
Craving Level:	6	11:32:59 at 123.4774 s
Craving Level:	6	11:33:00 at 124.4613 s
Craving Level:	6	11:33:01 at 125.4436 s
Craving Level:	6	11:33:02 at 126.3932 s
Craving Level:	5	11:33:03 at 127.3599 s
Craving Level:	4	11:33:04 at 128.3643 s
Craving Level:	4	11:33:05 at 129.4751 s
Craving Level:	4	11:33:06 at 130.4251 s
Craving Level:	4	11:33:07 at 131.3743 s
Craving Level:	4	11:33:08 at 132.3636 s
Craving Level:	4	11:33:09 at 133.4911 s
Craving Level:	4	11:33:10 at 134.4399 s
Craving Level:	4	11:33:11 at 135.3728 s
Craving Level:	5	11:33:12 at 136.373 s
Craving Level:	6	11:33:13 at 137.3597 s
Craving Level:	6	11:33:14 at 138.5055 s
Craving Level:	7	11:33:15 at 139.5056 s
Craving Level:	7	11:33:16 at 140.4711 s
Craving Level:	7	11:33:17 at 141.4039 s
Craving Level:	7	11:33:18 at 142.3709 s
Craving Level:	7	11:33:19 at 143.3593 s
Craving Level:	5	11:33:20 at 144.4862 s
Craving Level:	5	11:33:21 at 145.453 s
Craving Level:	5	11:33:22 at 146.4021 s
Craving Level:	5	11:33:23 at 147.3591 s
Craving Level:	5	11:33:24 at 148.3602 s
Craving Level:	5	11:33:25 at 149.4846 s
Craving Level:	5	11:33:26 at 150.434 s
Craving Level:	5	11:33:27 at 151.4005 s
Craving Level:	5	11:33:28 at 152.3591 s
Craving Level:	5	11:33:29 at 153.3607 s
Craving Level:	5	11:33:30 at 154.4827 s
Craving Level:	5	11:33:31 at 155.4321 s
Craving Level:	5	11:33:32 at 156.382 s
Craving Level:	5	11:33:33 at 157.3607 s
Craving Level:	5	11:33:34 at 158.359 s
Craving Level:	4	11:33:35 at 159.454 s
Craving Level:	6	11:33:36 at 160.4503 s
Craving Level:	7	11:33:37 at 161.4464 s
Craving Level:	7	11:33:38 at 162.3794 s
Craving Level:	7	11:33:39 at 163.3628 s
Craving Level:	7	11:33:40 at 164.3595 s
Craving Level:	7	11:33:41 at 165.4616 s
Craving Level:	7	11:33:42 at 166.412 s
Craving Level:	7	11:33:43 at 167.3612 s
Craving Level:	7	11:33:44 at 168.391 s
Craving Level:	7	11:33:45 at 169.3596 s
Craving Level:	7	11:33:46 at 170.4765 s
Craving Level:	7	11:33:47 at 171.4094 s
Craving Level:	7	11:33:48 at 172.3761 s
Craving Level:	7	11:33:49 at 173.3601 s
Craving Level:	7	11:33:50 at 174.4917 s
Craving Level:	7	11:33:51 at 175.4262 s
Craving Level:	7	11:33:52 at 176.3743 s
Craving Level:	7	11:33:53 at 177.3585 s
Craving Level:	7	11:33:54 at 178.3683 s
Craving Level:	7	11:33:55 at 179.4564 s
Craving Level:	7	11:33:56 at 180.3894 s
Craving Level:	7	11:33:57 at 181.3587 s
Craving Level:	7	11:33:58 at 182.363 s
Craving Level:	7	11:33:59 at 183.4715 s
Craving Level:	7	11:34:00 at 184.4753 s
Craving Level:	7	11:34:01 at 185.4711 s
Craving Level:	7	11:34:02 at 186.4037 s
Craving Level:	7	11:34:03 at 187.3704 s
Craving Level:	7	11:34:04 at 188.3582 s
Craving Level:	7	11:34:05 at 189.4859 s
Craving Level:	7	11:34:06 at 190.4359 s
Craving Level:	7	11:34:07 at 191.3854 s
Craving Level:	7	11:34:08 at 192.3586 s
Craving Level:	7	11:34:09 at 193.3623 s
Craving Level:	7	11:34:10 at 194.4674 s
Craving Level:	7	11:34:11 at 195.4003 s
Craving Level:	7	11:34:12 at 196.3669 s
Craving Level:	7	11:34:13 at 197.358 s
Craving Level:	7	11:34:14 at 198.4827 s
Craving Level:	7	11:34:15 at 199.4496 s
Craving Level:	7	11:34:16 at 200.3988 s
Craving Level:	7	11:34:17 at 201.3579 s
Craving Level:	7	11:34:18 at 202.3592 s
Craving Level:	7	11:34:19 at 203.4807 s
Craving Level:	7	11:34:20 at 204.4138 s
Craving Level:	7	11:34:21 at 205.3802 s
Craving Level:	7	11:34:22 at 206.3587 s
Craving Level:	7	11:34:23 at 207.5025 s
Craving Level:	7	11:34:24 at 208.4958 s
Craving Level:	7	11:34:25 at 209.4618 s
Craving Level:	7	11:34:26 at 210.3949 s
Craving Level:	7	11:34:27 at 211.3624 s
Craving Level:	7	11:34:28 at 212.3583 s
Craving Level:	7	11:34:29 at 213.4603 s
Craving Level:	7	11:34:30 at 214.4104 s
Craving Level:	7	11:34:31 at 215.3596 s
Craving Level:	7	11:34:32 at 216.359 s
Craving Level:	7	11:34:33 at 217.4758 s
Craving Level:	7	11:34:34 at 218.4251 s
Craving Level:	7	11:34:35 at 219.3582 s
Craving Level:	7	11:34:41 at 225.3875 s
Craving Level:	7	11:34:42 at 226.3724 s
Craving Level:	7	11:34:43 at 227.3573 s
Craving Level:	7	11:34:44 at 228.4881 s
Craving Level:	8	11:34:45 at 229.4715 s
Craving Level:	6	11:34:46 at 230.5095 s
Craving Level:	6	11:34:47 at 231.4539 s
Craving Level:	6	11:34:48 at 232.4547 s
Craving Level:	6	11:34:49 at 233.4362 s
Craving Level:	6	11:34:50 at 234.3691 s
Craving Level:	6	11:34:51 at 235.3575 s
Craving Level:	5	11:34:52 at 236.3576 s
Craving Level:	3	11:34:53 at 237.4847 s
Craving Level:	4	11:34:54 at 238.4519 s
Craving Level:	4	11:34:55 at 239.4009 s
Craving Level:	5	11:34:56 at 240.4262 s
Craving Level:	6	11:34:57 at 241.3669 s
Craving Level:	4	11:34:58 at 242.3572 s
Craving Level:	4	11:34:59 at 243.4824 s
Craving Level:	4	11:35:00 at 244.4823 s
Craving Level:	4	11:35:01 at 245.4484 s
Craving Level:	4	11:35:02 at 246.3813 s
Craving Level:	4	11:35:03 at 247.3571 s
Craving Level:	4	11:35:04 at 248.3584 s
Craving Level:	4	11:35:05 at 249.4469 s
Craving Level:	4	11:35:06 at 250.4138 s
Craving Level:	4	11:35:07 at 251.3628 s
Craving Level:	4	11:35:08 at 252.3577 s
Craving Level:	4	11:35:09 at 253.4956 s
Craving Level:	4	11:35:10 at 254.4451 s
Craving Level:	4	11:35:11 at 255.378 s
Craving Level:	4	11:35:12 at 256.3812 s
Craving Level:	4	11:35:13 at 257.3567 s
Craving Level:	4	11:35:14 at 258.3566 s
Craving Level:	4	11:35:15 at 259.4936 s
Craving Level:	5	11:35:16 at 260.4595 s
Craving Level:	5	11:35:17 at 261.3929 s
Craving Level:	5	11:35:18 at 262.3756 s
Craving Level:	3	11:35:19 at 263.3564 s
Craving Level:	4	11:35:20 at 264.4913 s
Craving Level:	4	11:35:21 at 265.4581 s
Craving Level:	4	11:35:22 at 266.424 s
Craving Level:	4	11:35:23 at 267.357 s
Craving Level:	4	11:35:24 at 268.3746 s
Craving Level:	4	11:35:25 at 269.3563 s
Craving Level:	6	11:35:26 at 270.5058 s
Craving Level:	5	11:35:27 at 271.5058 s
Craving Level:	4	11:35:28 at 272.4853 s
Craving Level:	4	11:35:29 at 273.4217 s
Craving Level:	4	11:35:30 at 274.3713 s
Craving Level:	4	11:35:31 at 275.3563 s
Craving Level:	4	11:35:32 at 276.4702 s
Craving Level:	4	11:35:33 at 277.4377 s
Craving Level:	4	11:35:34 at 278.3861 s
Craving Level:	4	11:35:35 at 279.3583 s
Craving Level:	4	11:35:36 at 280.3612 s
Craving Level:	4	11:35:37 at 281.5017 s
Craving Level:	4	11:35:38 at 282.4346 s
Craving Level:	4	11:35:39 at 283.3846 s
Craving Level:	4	11:35:40 at 284.357 s
Craving Level:	4	11:35:41 at 285.5005 s
Craving Level:	4	11:35:42 at 286.4668 s
Craving Level:	4	11:35:43 at 287.4327 s
Craving Level:	4	11:35:44 at 288.3656 s
Craving Level:	4	11:35:45 at 289.3576 s
Craving Level:	4	11:35:46 at 290.3569 s
Craving Level:	4	11:35:47 at 291.4646 s
Craving Level:	4	11:35:48 at 292.4501 s
Craving Level:	4	11:35:49 at 293.414 s
Craving Level:	4	11:35:50 at 294.357 s
Craving Level:	4	11:35:51 at 295.3574 s
Craving Level:	4	11:35:52 at 296.3572 s
Craving Level:	4	11:35:53 at 297.4456 s
Craving Level:	4	11:35:54 at 298.3963 s
Craving Level:	4	11:35:55 at 299.3568 s
Craving Level:	4	11:35:56 at 300.3567 s
Craving Level:	4	11:35:57 at 301.4611 s
Craving Level:	4	11:35:58 at 302.4271 s
Craving Level:	4	11:35:59 at 303.3603 s
Craving Level:	4	11:36:00 at 304.3602 s
Craving Level:	4	11:36:01 at 305.3596 s
Craving Level:	4	11:36:02 at 306.4759 s
Craving Level:	4	11:36:03 at 307.4272 s
Craving Level:	4	11:36:04 at 308.3748 s
Craving Level:	4	11:36:05 at 309.3601 s
Craving Level:	4	11:36:06 at 310.4916 s
Craving Level:	4	11:36:07 at 311.4404 s
Craving Level:	5	11:36:08 at 312.3733 s
Craving Level:	5	11:36:09 at 313.3583 s
Craving Level:	5	11:36:10 at 314.3586 s
Craving Level:	5	11:36:11 at 315.4556 s
Craving Level:	5	11:36:12 at 316.4555 s
Craving Level:	5	11:36:13 at 317.4214 s
Craving Level:	5	11:36:14 at 318.3596 s
Craving Level:	5	11:36:15 at 319.3574 s
Craving Level:	5	11:36:16 at 320.3646 s
Craving Level:	5	11:36:17 at 321.4533 s
Craving Level:	5	11:36:18 at 322.4034 s
Craving Level:	5	11:36:19 at 323.3576 s
Craving Level:	5	11:36:20 at 324.3635 s
Craving Level:	5	11:36:21 at 325.5019 s
Craving Level:	5	11:36:22 at 326.4515 s
Craving Level:	5	11:36:23 at 327.3847 s
Craving Level:	5	11:36:24 at 328.3572 s
Craving Level:	5	11:36:25 at 329.3614 s
Craving Level:	5	11:36:26 at 330.4501 s
Craving Level:	5	11:36:27 at 331.4167 s
Craving Level:	5	11:36:28 at 332.3659 s
Craving Level:	5	11:36:29 at 333.3614 s
Craving Level:	5	11:36:30 at 334.4988 s
Craving Level:	5	11:36:31 at 335.4484 s
Craving Level:	5	11:36:32 at 336.3813 s
Craving Level:	5	11:36:33 at 337.3569 s
Craving Level:	5	11:36:34 at 338.3612 s
Craving Level:	5	11:36:35 at 339.4799 s
Craving Level:	5	11:36:41 at 345.4929 s
Craving Level:	5	11:36:42 at 346.4775 s
Craving Level:	5	11:36:43 at 347.4272 s
Craving Level:	5	11:36:44 at 348.3599 s
Craving Level:	5	11:36:45 at 349.3565 s
Craving Level:	5	11:36:46 at 350.4178 s
Craving Level:	5	11:36:47 at 351.357 s
Craving Level:	5	11:36:48 at 352.492 s
Craving Level:	5	11:36:49 at 353.4415 s
Craving Level:	5	11:36:50 at 354.3744 s
Craving Level:	5	11:36:51 at 355.3572 s
Craving Level:	5	11:36:52 at 356.3597 s
Craving Level:	7	11:36:53 at 357.4928 s
Craving Level:	5	11:36:54 at 358.4898 s
Craving Level:	3	11:36:55 at 359.4393 s
Craving Level:	3	11:36:56 at 360.4518 s
Craving Level:	4	11:36:57 at 361.4057 s
Craving Level:	4	11:36:58 at 362.3562 s
Craving Level:	4	11:36:59 at 363.3563 s
Craving Level:	4	11:37:00 at 364.492 s
Craving Level:	4	11:37:01 at 365.4373 s
Craving Level:	4	11:37:02 at 366.4031 s
Craving Level:	4	11:37:03 at 367.3697 s
Craving Level:	4	11:37:04 at 368.3567 s
Craving Level:	4	11:37:05 at 369.4852 s
Craving Level:	4	11:37:06 at 370.4686 s
Craving Level:	4	11:37:07 at 371.4179 s
Craving Level:	4	11:37:08 at 372.356 s
Craving Level:	4	11:37:09 at 373.3561 s
Craving Level:	4	11:37:10 at 374.3612 s
Craving Level:	4	11:37:11 at 375.4498 s
Craving Level:	4	11:37:12 at 376.3999 s
Craving Level:	4	11:37:13 at 377.3575 s
Craving Level:	4	11:37:14 at 378.3597 s
Craving Level:	4	11:37:15 at 379.4823 s
Craving Level:	4	11:37:16 at 380.4315 s
Craving Level:	4	11:37:17 at 381.3642 s
Craving Level:	4	11:37:18 at 382.3561 s
Craving Level:	4	11:37:19 at 383.3581 s
Craving Level:	4	11:37:20 at 384.4464 s
Craving Level:	4	11:37:21 at 385.4166 s
Craving Level:	4	11:37:22 at 386.4126 s
Craving Level:	4	11:37:23 at 387.3557 s
Craving Level:	4	11:37:24 at 388.3557 s
Craving Level:	4	11:37:25 at 389.3557 s
Craving Level:	4	11:37:26 at 390.4442 s
Craving Level:	4	11:37:27 at 391.3942 s
Craving Level:	4	11:37:28 at 392.3555 s
Craving Level:	4	11:37:29 at 393.3555 s
Craving Level:	4	11:37:30 at 394.4763 s
Craving Level:	4	11:37:31 at 395.4256 s
Craving Level:	4	11:37:32 at 396.392 s
Craving Level:	4	11:37:33 at 397.3585 s
Craving Level:	4	11:37:34 at 398.3553 s
Craving Level:	4	11:37:35 at 399.4741 s
Craving Level:	4	11:37:36 at 400.4413 s
Craving Level:	2	11:37:37 at 401.3903 s
Craving Level:	3	11:37:38 at 402.3554 s
Craving Level:	3	11:37:39 at 403.3552 s
Craving Level:	3	11:37:40 at 404.489 s
Craving Level:	3	11:37:41 at 405.4219 s
Craving Level:	3	11:37:42 at 406.3718 s
Craving Level:	3	11:37:43 at 407.3559 s
Craving Level:	3	11:37:44 at 408.4874 s
Craving Level:	3	11:37:45 at 409.4546 s
Craving Level:	4	11:37:46 at 410.4039 s
Craving Level:	5	11:37:47 at 411.3551 s
Craving Level:	5	11:37:48 at 412.3552 s
Craving Level:	5	11:37:49 at 413.3551 s
Craving Level:	5	11:37:50 at 414.4519 s
Craving Level:	5	11:37:51 at 415.4188 s
Craving Level:	5	11:37:52 at 416.3678 s
Craving Level:	5	11:37:53 at 417.3589 s
Craving Level:	5	11:37:54 at 418.3557 s
Craving Level:	5	11:37:55 at 419.4668 s
Craving Level:	5	11:37:56 at 420.3996 s
Craving Level:	5	11:37:57 at 421.3695 s
Craving Level:	5	11:37:58 at 422.3547 s
Craving Level:	5	11:37:59 at 423.482 s
Craving Level:	5	11:38:00 at 424.4489 s
Craving Level:	5	11:38:01 at 425.4145 s
Craving Level:	5	11:38:02 at 426.3558 s
Craving Level:	5	11:38:03 at 427.3548 s
Craving Level:	5	11:38:04 at 428.4966 s
Craving Level:	5	11:38:05 at 429.4296 s
Craving Level:	5	11:38:06 at 430.3961 s
Craving Level:	5	11:38:07 at 431.3546 s
Craving Level:	5	11:38:08 at 432.3562 s
Craving Level:	5	11:38:09 at 433.4951 s
Craving Level:	5	11:38:10 at 434.4447 s
Craving Level:	5	11:38:11 at 435.3878 s
Craving Level:	5	11:38:12 at 436.3782 s
Craving Level:	5	11:38:13 at 437.3558 s
Craving Level:	5	11:38:14 at 438.4931 s
Craving Level:	5	11:38:15 at 439.4429 s
Craving Level:	5	11:38:16 at 440.4088 s
Craving Level:	5	11:38:17 at 441.3545 s
Craving Level:	5	11:38:18 at 442.3543 s
Craving Level:	5	11:38:19 at 443.4912 s
Craving Level:	5	11:38:20 at 444.4242 s
Craving Level:	5	11:38:21 at 445.3738 s
Craving Level:	5	11:38:22 at 446.3587 s
Craving Level:	5	11:38:23 at 447.4899 s
Craving Level:	5	11:38:24 at 448.4561 s
Craving Level:	5	11:38:25 at 449.4055 s
Craving Level:	5	11:38:26 at 450.3541 s
Craving Level:	5	11:38:27 at 451.3541 s
Craving Level:	5	11:38:28 at 452.4877 s
Craving Level:	5	11:38:29 at 453.4205 s
Craving Level:	5	11:38:30 at 454.3732 s
Craving Level:	5	11:38:31 at 455.3545 s
Craving Level:	5	11:38:32 at 456.5034 s
Craving Level:	5	11:38:33 at 457.4724 s
Craving Level:	5	11:38:34 at 458.4188 s
Craving Level:	5	11:38:35 at 459.3684 s
Craving Level:	5	11:38:41 at 465.398 s
Craving Level:	5	11:38:42 at 466.366 s
Craving Level:	5	11:38:43 at 467.3541 s
Craving Level:	4	11:38:44 at 468.4817 s
Craving Level:	6	11:38:45 at 469.4496 s
Craving Level:	6	11:38:46 at 470.4809 s
Craving Level:	6	11:38:47 at 471.4138 s
Craving Level:	6	11:38:48 at 472.3637 s
Craving Level:	6	11:38:49 at 473.354 s
Craving Level:	6	11:38:50 at 474.4796 s
Craving Level:	6	11:38:51 at 475.4465 s
Craving Level:	6	11:38:52 at 476.3953 s
Craving Level:	6	11:38:53 at 477.3535 s
Craving Level:	6	11:38:54 at 478.3538 s
Craving Level:	6	11:38:55 at 479.3553 s
Craving Level:	5	11:38:56 at 480.508 s
Craving Level:	4	11:38:57 at 481.4938 s
Craving Level:	4	11:38:58 at 482.4432 s
Craving Level:	4	11:38:59 at 483.3761 s
Craving Level:	4	11:39:00 at 484.3548 s
Craving Level:	4	11:39:01 at 485.354 s
Craving Level:	4	11:39:02 at 486.4587 s
Craving Level:	4	11:39:03 at 487.4083 s
Craving Level:	4	11:39:04 at 488.3576 s
Craving Level:	4	11:39:05 at 489.3535 s
Craving Level:	4	11:39:06 at 490.3531 s
Craving Level:	4	11:39:07 at 491.4731 s
Craving Level:	4	11:39:08 at 492.406 s
Craving Level:	4	11:39:09 at 493.3726 s
Craving Level:	4	11:39:10 at 494.3572 s
Craving Level:	4	11:39:11 at 495.4885 s
Craving Level:	4	11:39:12 at 496.4548 s
Craving Level:	4	11:39:13 at 497.4042 s
Craving Level:	4	11:39:14 at 498.353 s
Craving Level:	4	11:39:15 at 499.3535 s
Craving Level:	4	11:39:16 at 500.4864 s
Craving Level:	4	11:39:17 at 501.4195 s
Craving Level:	5	11:39:18 at 502.4243 s
Craving Level:	6	11:39:19 at 503.4189 s
Craving Level:	5	11:39:20 at 504.3531 s
Craving Level:	5	11:39:21 at 505.3531 s
Craving Level:	5	11:39:22 at 506.5008 s
Craving Level:	6	11:39:23 at 507.4338 s
Craving Level:	6	11:39:24 at 508.384 s
Craving Level:	4	11:39:25 at 509.3536 s
Craving Level:	2	11:39:26 at 510.3529 s
Craving Level:	2	11:39:27 at 511.4661 s
Craving Level:	2	11:39:28 at 512.4152 s
Craving Level:	2	11:39:29 at 513.3535 s
Craving Level:	2	11:39:30 at 514.3527 s
Craving Level:	2	11:39:31 at 515.3526 s
Craving Level:	2	11:39:32 at 516.4803 s
Craving Level:	2	11:39:33 at 517.4301 s
Craving Level:	2	11:39:34 at 518.38 s
Craving Level:	2	11:39:35 at 519.3535 s
Craving Level:	2	11:39:36 at 520.3542 s
Craving Level:	2	11:39:37 at 521.4953 s
Craving Level:	2	11:39:38 at 522.4281 s
Craving Level:	2	11:39:39 at 523.3781 s
Craving Level:	2	11:39:40 at 524.3537 s
Craving Level:	2	11:39:41 at 525.4937 s
Craving Level:	2	11:39:42 at 526.4963 s
Craving Level:	2	11:39:43 at 527.4432 s
Craving Level:	2	11:39:44 at 528.3759 s
Craving Level:	2	11:39:45 at 529.3593 s
Craving Level:	2	11:39:46 at 530.3522 s
Craving Level:	2	11:39:47 at 531.4581 s
Craving Level:	2	11:39:48 at 532.408 s
Craving Level:	2	11:39:49 at 533.3573 s
Craving Level:	2	11:39:50 at 534.3528 s
Craving Level:	2	11:39:51 at 535.3679 s
Craving Level:	2	11:39:52 at 536.4564 s
Craving Level:	2	11:39:53 at 537.3894 s
Craving Level:	2	11:39:54 at 538.3556 s
Craving Level:	2	11:39:55 at 539.3521 s
Craving Level:	2	11:39:56 at 540.4713 s
Craving Level:	2	11:39:57 at 541.4217 s
Craving Level:	2	11:39:58 at 542.3708 s
Craving Level:	2	11:39:59 at 543.3564 s
Craving Level:	2	11:40:00 at 544.3644 s
Craving Level:	2	11:40:01 at 545.4529 s
Craving Level:	2	11:40:02 at 546.3861 s
Craving Level:	2	11:40:03 at 547.3531 s
Craving Level:	2	11:40:04 at 548.3519 s
Craving Level:	2	11:40:05 at 549.4514 s
Craving Level:	2	11:40:06 at 550.4347 s
Craving Level:	2	11:40:07 at 551.3674 s
Craving Level:	2	11:40:08 at 552.3563 s
Craving Level:	2	11:40:09 at 553.3551 s
Craving Level:	2	11:40:10 at 554.4664 s
Craving Level:	2	11:40:11 at 555.3992 s
Craving Level:	2	11:40:12 at 556.3661 s
Craving Level:	2	11:40:13 at 557.3551 s
Craving Level:	2	11:40:14 at 558.4646 s
Craving Level:	2	11:40:15 at 559.4311 s
Craving Level:	2	11:40:16 at 560.3644 s
Craving Level:	3	11:40:17 at 561.3561 s
Craving Level:	4	11:40:18 at 562.3527 s
Craving Level:	4	11:40:19 at 563.4795 s
Craving Level:	4	11:40:20 at 564.4124 s
Craving Level:	4	11:40:21 at 565.3625 s
Craving Level:	4	11:40:22 at 566.3548 s
Craving Level:	4	11:40:23 at 567.4612 s
Craving Level:	4	11:40:24 at 568.4113 s
Craving Level:	4	11:40:25 at 569.3525 s
Craving Level:	4	11:40:26 at 570.3549 s
Craving Level:	4	11:40:27 at 571.4767 s
Craving Level:	4	11:40:28 at 572.4094 s
Craving Level:	4	11:40:29 at 573.3513 s
Craving Level:	4	11:40:30 at 574.3523 s
Craving Level:	4	11:40:31 at 575.3512 s
Craving Level:	4	11:40:32 at 576.458 s
Craving Level:	4	11:40:33 at 577.408 s
Craving Level:	4	11:40:34 at 578.3518 s
Craving Level:	6	11:40:35 at 579.3511 s
Craving Level:	6	11:40:41 at 585.3865 s
Craving Level:	6	11:40:42 at 586.351 s
Craving Level:	6	11:40:43 at 587.3532 s
Craving Level:	6	11:40:44 at 588.4367 s
Craving Level:	6	11:40:45 at 589.4034 s
Craving Level:	6	11:40:46 at 590.4206 s
Craving Level:	6	11:40:47 at 591.3509 s
Craving Level:	6	11:40:48 at 592.351 s
Craving Level:	6	11:40:49 at 593.351 s
Craving Level:	6	11:40:50 at 594.4346 s
Craving Level:	6	11:40:51 at 595.3848 s
Craving Level:	6	11:40:52 at 596.3523 s
Craving Level:	6	11:40:53 at 597.4834 s
Craving Level:	6	11:40:54 at 598.4667 s
Craving Level:	6	11:40:55 at 599.3995 s
Craving Level:	6	11:40:56 at 600.421 s
Craving Level:	6	11:40:57 at 601.3827 s
Craving Level:	6	11:40:58 at 602.3506 s
Craving Level:	6	11:40:59 at 603.4812 s
Craving Level:	6	11:41:00 at 604.4311 s
Craving Level:	6	11:41:01 at 605.3639 s
Craving Level:	6	11:41:02 at 606.3552 s
Craving Level:	6	11:41:03 at 607.3507 s
